,Gene,EffectSize,StdEffect,P-Value,FDR,pBH
954,ENSG00000067334,0.0855913849275062,0.3532993622160428,0.15987972337065282,False,1.0
955,ENSG00000067365,-0.08133604859371762,-0.3439641676852388,0.14847158123876447,False,1.0
956,ENSG00000067369,-0.05999390413321562,-0.19258427115568608,0.44154011000892057,False,1.0
957,ENSG00000067445,-0.19358638462369462,-0.42307300477058424,0.09359588461309916,False,1.0
958,ENSG00000067533,-0.06052530988039535,-0.17513121627602574,0.47437372926494925,False,1.0
959,ENSG00000067560,0.08044112098726192,0.2743840628125476,0.25001471559710486,False,1.0
960,ENSG00000067596,-0.025291427537219597,-0.1401569658816603,0.5496615502805238,False,1.0
961,ENSG00000067601,-0.03054923761334391,-0.10392895918152847,0.6906715441147893,False,1.0
962,ENSG00000067606,-0.22584229726993005,-0.5069586135645388,0.031681461168795125,False,1.0
963,ENSG00000067646,-0.07848039748753032,-0.05912540247655156,0.2650888959236065,False,1.0
964,ENSG00000067704,-0.06510915279000536,-0.179192059635434,0.4671602915206212,False,1.0
965,ENSG00000067715,-0.37279524571388084,-0.38129768278903503,0.11216522361352045,False,1.0
966,ENSG00000067798,-0.030453619686241006,-0.08268613775428808,0.7200834136270131,False,1.0
967,ENSG00000067829,-0.16973479956934412,-0.44262901203543714,0.04825490464394425,False,1.0
968,ENSG00000067836,-0.2537719080252263,-0.6791721497768795,0.00523230177037879,False,1.0
969,ENSG00000067840,-0.2861712721253261,-0.4835284256681655,0.027192012857782766,False,1.0
970,ENSG00000067842,-0.3321968901439924,-0.5415941085229579,0.01765694164144358,False,1.0
971,ENSG00000067900,0.15014862928586953,0.4928672390299124,0.03144997557732223,False,1.0
972,ENSG00000067955,0.37915064319797653,0.725588591054505,0.0016542924550601223,False,1.0
973,ENSG00000067992,-0.158886213164056,-0.26762762230781484,0.26003579910593966,False,1.0
974,ENSG00000068001,0.1482108755170268,0.30654828488296376,0.23190774172269957,False,1.0
975,ENSG00000068024,-0.037712436109407714,-0.13648073132235888,0.5773563466163187,False,1.0
976,ENSG00000068028,0.09389506954066035,0.31219909299037296,0.19922264158320857,False,1.0
977,ENSG00000068078,0.06464323416731313,0.10826579625475591,0.6686148394811477,False,1.0
978,ENSG00000068079,0.3216546683969722,0.4877530512590868,0.06573883828355616,False,1.0
979,ENSG00000068097,0.02282041315596098,0.09015146111446187,0.6909410833263376,False,1.0
980,ENSG00000068120,-0.11823185041497121,-0.33348922395667335,0.18043056591695594,False,1.0
981,ENSG00000068137,-0.02532276076672606,-0.07119386108890664,0.7665494840819203,False,1.0
982,ENSG00000068305,0.025049489253957183,0.061157327231341645,0.798693736084892,False,1.0
983,ENSG00000068308,-0.148364407906843,-0.43486134760044415,0.46870419330771207,False,1.0
984,ENSG00000068323,-0.011034265016264042,-0.03734091321788355,0.8817371120204578,False,1.0
985,ENSG00000068354,-0.22438464003329542,-0.5995704305743553,0.01189320288500244,False,1.0
986,ENSG00000068366,-0.06870903642687538,-0.11103098137546563,0.673415847245372,False,1.0
987,ENSG00000068383,-0.12114322362706624,-0.35687916905513156,0.16106469019193204,False,1.0
988,ENSG00000068394,-0.1358116243758117,-0.4278050992733009,0.06369229383587424,False,1.0
989,ENSG00000068400,-0.18604846950463907,-0.5070742025289456,0.025673013026315465,False,1.0
990,ENSG00000068438,-0.12497677539980245,-0.39251459771795255,0.10904253659514387,False,1.0
991,ENSG00000068489,0.09262609752226528,0.3037010125694068,0.22517394932162782,False,1.0
992,ENSG00000068615,-0.20358896536750712,-0.3085184884786388,0.17596131423141204,False,1.0
993,ENSG00000068650,0.03296989945896357,0.0728731883092476,0.764520012321046,False,1.0
994,ENSG00000068654,-0.02496036684341308,-0.11575481343568964,0.6320835214202954,False,1.0
995,ENSG00000068697,0.22811317367754388,0.5455603242834669,0.018927856228710495,False,1.0
996,ENSG00000068724,-0.00301281007841324,-0.0077072573101961165,0.9759370457506507,False,1.0
997,ENSG00000068745,-0.048875252435839615,-0.19268742291946692,0.4480156360227502,False,1.0
998,ENSG00000068784,0.035679414276237234,0.12082052920878128,0.602232461960992,False,1.0
999,ENSG00000068793,0.3028784300209033,0.5462763757463412,0.019620438261445928,False,1.0
1000,ENSG00000068796,0.028105978746040042,0.0927399703670162,0.7094607488401006,False,1.0
1001,ENSG00000068831,-0.11575771928657488,-0.3245499747891563,0.1877292231338097,False,1.0
1002,ENSG00000068878,0.07331004577858236,0.2221805206835258,0.36824095561177994,False,1.0
1003,ENSG00000068885,-0.10562335551933912,-0.25727400501601455,0.2816775669047278,False,1.0
1004,ENSG00000068903,-0.08076964845324094,-0.23672174812281693,0.3278231237112097,False,1.0
1005,ENSG00000068912,-0.13827188794795878,-0.2548771410348218,0.29871294807606774,False,1.0
1006,ENSG00000068971,-0.33181803238102686,-0.7967484104768848,0.0005768182915346827,False,1.0
1007,ENSG00000068976,0.02341399146428671,0.03388066536781253,0.938293531118639,False,1.0
1008,ENSG00000069018,0.12194628268380654,0.4064432075066194,0.09719415452791222,False,1.0
1009,ENSG00000069020,-0.044177519509221684,-0.13646111299477567,0.5748018073559917,False,1.0
